"";"x"
"957";"BMinUWidAnO"
"958";"BMinUWidAnO 2002"
"959";"BMinUWidAnO 2004"
"960";"BMinUWidAnO 2005"
"961";"BMinUWidAnO 2007"
"962";"BMinUZustAnO"
"963";"BMinWiTBDGAnO 2009"
"964";"BMinWiTBesZustAnO"
"965";"BMIWidVertrAnO"
"966";"BMJErnAnO"
"967";"BMJFGErnAnO 1976"
"968";"BMJGerErnAnO"
"969";"BMJGerWidAnO"
"970";"BMJMaßgabenBerG"
"971";"BMJVBDGRuAnO"
"972";"BMJVBhWidVertrAnO"
"973";"BMJVertrAnO"
"974";"BMJVWidVertrAnO"
"975";"BMLErnAnO 1975"
"976";"BMLErnAnO 1990"
"977";"BMLErnAnO 1991"
"978";"BMMAusbV"
"979";"BMPErnAnO 1982"
"980";"BMPTAmtsbezAnO"
"981";"BMPTAmtsbezAnO 1991"
"982";"BMPTBeamtRAnO"
"983";"BMPTWid/BVtrAnO"
"984";"BMPWid/BVtrAnO 1979"
"985";"BMPZVersAnO"
"986";"BMPZVersAnO 6"
"987";"BmTierSSchV"
"988";"BMUBGebV"
"989";"BMVBSBNichtrSchGZustV"
"990";"BMVBSDelegatAnO"
"991";"BMVergV"
"992";"BMVg-ArbSchGAnwV"
"993";"BMVgBDGAnO"
"994";"BMVgBDODAnO"
"995";"BMVgBeamtVZustAnO"
"996";"BMVgWidKlaZustAnO"
"997";"BMVgWidVertrAnO"
"998";"BMVgZVersAnO"
"999";"BMWiBhWidVertrAnO"
"1000";"BMWiTErnAnO"
"1001";"BMWiTWidAnO 1999"
"1002";"BMWiTWidAnO 2009"
"1003";"BMWiTWidAnO 2010"
"1004";"BMZWidAnO"
"1005";"BNatSchG"
"1006";"BNDDisRZustAnO"
"1007";"BNDErnAnO 2009"
"1008";"BNDG"
"1009";"BNetzA BGebV-FreqZut"
"1010";"BNetzABGebV"
"1011";"BNichtrSchG"
"1012";"BNotO"
"1013";"BNV"
"1014";"BodenlAusbV"
"1015";"BodSchätzDV"
"1016";"BodSchätzG"
"1017";"BodSchVereinhG"
"1018";"BodSeeSchÜbk"
"1019";"BodSeeSchÜbkZProt"
"1020";"BodVerkFKrV"
"1021";"BörsG"
"1022";"BörsZulV"
"1023";"BöttchAusbV"
"1024";"BogMstrV"
"1025";"BOKraft"
"1026";"BootsbAusbV 2011"
"1027";"BootsbMstrV"
"1028";"BOP"
"1029";"BOSAAnO"
"1030";"BoSoG"
"1031";"BOStrab"
"1032";"BPädFortbV"
"1033";"BPAWidAnO"
"1034";"BPersVG"
"1035";"BPersVWO"
"1036";"BPflV"
"1037";"BPolBG"
"1038";"BPolBG§1Abs1V 2003"
"1039";"BPolDKlZustAnO"
"1040";"BPolG"
"1041";"BPolHfV"
"1042";"BPolLV"
"1043";"BPolRZustAnO"
"1044";"BPolZollV"
"1045";"BPolZV"
"1046";"BPostErnAnO"
"1047";"BPräsAmtsbezAnO 1958-07-29"
"1048";"BPräsAmtsbezAnO 1958-10-06"
"1049";"BPräsAmtsbezAnO 1958-10-31"
"1050";"BPräsAmtsbezAnO 1961-06"
"1051";"BPräsAmtsbezAnO 1961-11"
"1052";"BPräsAmtsbezAnO 1962"
"1053";"BPräsAmtsbezAnO 1965"
"1054";"BPräsAmtsbezAnO 1966"
"1055";"BPräsAmtsbezAnO 1967-06"
"1056";"BPräsAmtsbezAnO 1967-10"
"1057";"BPräsAmtsbezAnO 1968"
"1058";"BPräsAmtsbezAnO 1969-07"
"1059";"BPräsAmtsbezAnO 1969-08"
"1060";"BPräsAmtsbezAnO 1969-12"
"1061";"BPräsAmtsbezAnO 1970-01"
"1062";"BPräsAmtsbezAnO 1970-02"
"1063";"BPräsAmtsbezAnO 1970-08-05"
"1064";"BPräsAmtsbezAnO 1970-08-31"
"1065";"BPräsAmtsbezAnO 1970-10"
"1066";"BPräsAmtsbezAnO 1971-02"
"1067";"BPräsAmtsbezAnO 1971-10"
"1068";"BPräsAmtsbezAnO 1972-02-01"
"1069";"BPräsAmtsbezAnO 1972-02-04"
"1070";"BPräsAmtsbezAnO 1973-08"
"1071";"BPräsAmtsbezAnO 1973-09"
"1072";"BPräsAmtsbezAnO 1973-11"
"1073";"BPräsAmtsbezAnO 1974-03"
"1074";"BPräsAmtsbezAnO 1974-12"
"1075";"BPräsAmtsbezAnO 1977-04"
"1076";"BPräsAmtsbezAnO 1977-06"
"1077";"BPräsAmtsbezAnO 1977-07"
"1078";"BPräsAmtsbezAnO 1977-08-02"
"1079";"BPräsAmtsbezAnO 1979-03"
"1080";"BPräsAmtsbezAnO 1980-10-22"
"1081";"BPräsAmtsbezAnO 1982"
"1082";"BPräsAmtsbezAnO 1982-07"
"1083";"BPräsAmtsbezAnO 1985-01"
"1084";"BPräsAmtsbezAnO 1986"
"1085";"BPräsAmtsbezAnO 1987"
"1086";"BPräsAmtsbezAnO 1987-08"
"1087";"BPräsAmtsbezAnO 1989"
"1088";"BPräsAmtsbezAnO 1991"
"1089";"BPräsAmtsbezAnO 1995"
"1090";"BPräsAmtsbezAnO 1995-09"
"1091";"BPräsAmtsbezAnO 1996"
"1092";"BPräsAmtsbezÜbAnO"
"1093";"BPräsErnAnO 2004"
"1094";"BPräsFestaktAnO"
"1095";"BPräsFlaggenAnO"
"1096";"BPräsKennzAnO"
"1097";"BPräsKldgAmtsgehAnO"
"1098";"BPräsKldgBAG/BSGAnO"
"1099";"BPräsKldgBDiGAnO"
"1100";"BPräsKldgBGSAuslAnO"
"1101";"BPräsKldgBrdSchAnO"
"1102";"BPräsKldgBVGAnO"
"1103";"BPräsKldgBWSchAnO"
"1104";"BPräsKldgDBPAnO"
"1105";"BPräsKldgForstAnO 2011"
"1106";"BPräsKldgJWAnO"
"1107";"BPräsKldgKapLwDAnO"
"1108";"BPräsKldgPatAnO"
"1109";"BPräsKldgPfBMVgAnO"
"1110";"BPräsKldgTHWAnO"
"1111";"BPräsKldgVerkVwAnO"
"1112";"BPräsPatGerKldgAnO"
"1113";"BPräsRuhebezG"
"1114";"BPräsSoldErnAnO"
"1115";"BPräsSportplErl"
"1116";"BPräsTHHStiftG"
"1117";"BPräsWahlG"
"1118";"BPräsWehrDGerKldgAnO"
"1119";"BPrDGrUnifAnO"
"1120";"BQFG"
"1121";"BRAO"
"1122";"BRAO§206DV"
"1123";"BrauMäAusbV"
"1124";"BrauMMstrV"
"1125";"BrbMstrV"
"1126";"BRegAmtsWoVwVs"
"1127";"BRegEntschBest"
"1128";"BRegSitzBek"
"1129";"BrennAusbV"
"1130";"BrennMstrPrV"
"1131";"BrexitÜG"
"1132";"BRGO 1966"
"1133";"BRHG"
"1134";"BRHSitzBek"
"1135";"BRHWidVertAnO"
"1136";"BrillVerfMAusbV"
"1137";"BRiNV"
"1138";"BRKG"
"1139";"BrKrFrühErkV"
"1140";"BRPHV"
"1141";"BRPHVAnl"
"1142";"BRPräsAmtsbezAnO"
"1143";"BRRG"
"1144";"BRSekrHausO"
"1145";"BRSekrZustAnO"
"1146";"BrucelloseV"
"1147";"BRüG"
"1148";"BRüG-Saar"
"1149";"BruteiKennzV"
"1150";"BSAVfV"
"1151";"BSchAV"
"1152";"BSchuWG"
"1153";"BSchuWV"
"1154";"BSG 1999"
"1155";"BSG 2000"
"1156";"BSG 2002"
"1157";"BSG 2003"
"1158";"BSG 2004"
"1159";"BSG 2007"
"1160";"BSG 2013"
"1161";"BSG 2014"
"1162";"BsGaV"
"1163";"BSGWidAnO"
"1164";"BSHGebV"
"1165";"BSHG§72DV 2001"
"1166";"BSHG§76DV"
"1167";"BSHG§88Abs2DV 1988"
"1168";"BSI-ITSiKV"
"1169";"BSI-KritisV"
"1170";"BSIG"
"1171";"BSIZertV"
"1172";"BStatG"
"1173";"BStrafAktFV"
"1174";"BStrMKnotV"
"1175";"BStV"
"1176";"BSV 1994"
"1177";"BSV 1995"
"1178";"BSV 1996"
"1179";"BSV 1997"
"1180";"BSV 1998"
"1181";"BSV 1999"
"1182";"BSV 2001"
"1183";"BSV 2012"
"1184";"BSV 2015"
"1185";"BSV 2018"
"1186";"BSWAG"
"1187";"BTÄO"
"1188";"BTBerlinBek"
"1189";"BTBRGGO"
"1190";"BTBRGGOÄndErgBek 1990"
"1191";"BTEpiFortbestBek"
"1192";"BTEpiFortbestBek 2021-06"
"1193";"BTEpiFortbestBek 2021-08"
"1194";"BTGO 1980"
"1195";"BTGO1980ÄndBek 2022-07"
"1196";"BTGO1980Anl 2a"
"1197";"BTGO1980Anl 3"
"1198";"BTGO1980Anl 4"
"1199";"BTGO1980Anl 5"
"1200";"BTGO1980Anl 6"
"1201";"BTGO1980Anl 7"
"1202";"BTGO1980Anl1ABest"
"1203";"BTGO1980Anl1ABestBek 2013"
"1204";"BTGO1980Anl6Bek 1991"
"1205";"BTGO1980Anl6Bek 1995"
"1206";"BTGO1980Anl6Bek 1998"
"1207";"BTGO1980Anl6Bek 2002"
"1208";"BTGO1980Anl6Bek 2005"
"1209";"BTGO1980Anl6Bek 2010"
"1210";"BTGO1980Anl6Bek 2014"
"1211";"BTGO1980Anl6Bek 2018"
"1212";"BTGO1980Anl6Bek 2022"
"1213";"BTGO1980Bes"
"1214";"BTGO1980ÜbernBek"
"1215";"BTHausO 2020"
"1216";"BTHausO 2023"
"1217";"BTHG"
"1218";"BtMAHV"
"1219";"BtMBinHV"
"1220";"BtMG"
"1221";"BtMVV"
"1222";"BtOG"
"1223";"BTPräsAmtsbezAnO"
"1224";"BtRegV"
"1225";"BTVBhHFZustAnO"
"1226";"BuchbAusbV"
"1227";"BuchBMstrV"
"1228";"BuchhdlAusbV 2011"
"1229";"BuchPrG"
"1230";"BüchsenmAusbV"
"1231";"BüchsMstrV"
"1232";"BühnenM/PlastAusbV"
"1233";"BüPinAusbV"
"1234";"Bürgergeld-V"
"1235";"BürgPoRPakt"
"1236";"BürgPoRPaktGG"
"1237";"BüroMKfAusbV"
"1238";"BüroMKfAusbVErprV"
"1239";"BürstPiMstrV"
"1240";"BüsingenVtr CHE"
"1241";"BUKDiszAnO"
"1242";"BUKG"
"1243";"BUrlG"
"1244";"BußAktÜbV"
"1245";"BuTMedAusbV"
"1246";"Butt/KäseuaPrV"
"1247";"ButtV 1997"
"1248";"BUZAV"
"1249";"BVABesZustAnO"
"1250";"BVAG"
"1251";"BVARKAnO"
"1252";"BVASitzBek"
"1253";"BVAÜWidVertrAnO"
"1254";"BVDVV"
"1255";"BVerfGAmtsGehG"
"1256";"BVerfGBes 1970-12-17"
"1257";"BVerfGBes 1978-12-06"
"1258";"BVerfGBes 2015-11-24"
"1259";"BVerfGG"
"1260";"BVerfGGO 2015"
"1261";"BVerfGGOBek15"
"1262";"BVerfSchG"
"1263";"BVerkEhrZÄndErl"
"1264";"BVers17ZBek"
"1265";"BVersTG"
"1266";"BVertrBMBAnO"
"1267";"BVetrDBAnO 1985"
"1268";"BVFG"
"1269";"BVG"
"1270";"BVGSaarEG"
"1271";"BVG§15DV"
"1272";"BVG§27bV"
"1273";"BVG§31Abs5DV"
"1274";"BVLAÜV"
"1275";"BVLG"
"1276";"BVLÜV"
"1277";"BVollzVergV"
"1278";"BVSAuflG"
"1279";"BVV"
"1280";"BVwAAufgÜAnO 1992"
"1281";"BVwADisRZustAnO"
"1282";"BVwAG"
"1283";"BVwAKDVerwAnO"
"1284";"BVwASozHZustAnO"
"1285";"BVwAÜbZustAnO"
"1286";"BVwAWehrpflAnO"
"1287";"BVwAZustG131AnO"
"1288";"BWahlG"
"1289";"BWahlGÄndG 24"
"1290";"BWahlGV"
"1291";"BWaldG"
"1292";"BWappenBek"
"1293";"BwBBG"
"1294";"BwBDSGOWiZustV"
"1295";"BwBeamtAusglG"
"1296";"BwEhrZErlÄndErl"
"1297";"BwEhrZErlÄndErl 96"
"1298";"BwEhrZErlNeufErl"
"1299";"BwFahnAnO"
"1300";"BwFinSVermG"
"1301";"BWFSPrV"
"1302";"BwHFV"
"1303";"BWildSchV"
"1304";"BWKAusl"
"1305";"BWKAuslGÄndG"
"1306";"BwKoopG"
"1307";"BWO"
"1308";"BWpVerwPG"
"1309";"BwTAMAbgV"
"1310";"BwVollzO"
"1311";"BzBlG"
"1312";"BzBlGDV 1"
"1313";"BZEV"
"1314";"BZgAZustAnO"
"1315";"BzKJBGebV"
"1316";"BZollVÜV"
"1317";"BZRG"
"1318";"BZuschV 2022"
"1319";"CCDAfrikaÜbk"
"1320";"CCDSekrSitzAbkG"
"1321";"ChemBioLackAusbV 2009"
"1322";"ChemBiozidDV"
"1323";"ChemFachAusbV"
"1324";"ChemG"
"1325";"ChemGiftInfoV"
"1326";"ChemG§28Bek"
"1327";"ChemG§28Bek94"
"1328";"ChemG§28Bek95"
"1329";"ChemG§28Bek97"
"1330";"ChemikAusbErprobV"
"1331";"ChemikAusbV 2009"
"1332";"ChemIndMeistPrV 2004"
"1333";"ChemKlimaschutzV"
"1334";"ChemOzonSchichtV"
"1335";"ChemSanktionsV"
"1336";"ChemVerbotsV"
"1337";"ChemVOCFarbV"
"1338";"ChirMechMstrV"
"1339";"ChirurgMAusbV"
"1340";"CIV 1980"
"1341";"CLNIG"
"1342";"CMRG"
"1343";"CMRProt"
"1344";"CO2KostAufG"
"1345";"ComKrimÜbkG"
"1346";"ContrPrV"
"1347";"ContStifG"
"1348";"CoronaImpfV"
"1349";"CorSurV"
"1350";"COV19GewStAusglG"
"1351";"COV19VorsorgV"
"1352";"CSC"
"1353";"CSCG"
"1354";"CSCGKostO"
"1355";"CSCGKostOÄndV"
"1356";"CsgG"
"1357";"CWSSRechtsG"
"1358";"CWÜAG"
"1359";"CWÜV"
"1360";"DachAusbV"
"1361";"DachdMstrV"
"1362";"DaHeSchnMstrV"
"1363";"DarlehensV"
"1364";"DaTraGebV"
"1365";"DaTraV"
"1366";"DBA ARE"
"1367";"DBA AUT 2002"
"1368";"DBA CH 1980"
"1369";"DBA EST"
"1370";"DBA FRA"
"1371";"DBA ISR 1980"
"1372";"DBA KAZ"
"1373";"DBA LET"
"1374";"DBA MAN"
"1375";"DBA MUS"
"1376";"DBA SAU"
"1377";"DBA Taipeh"
"1378";"DBA USA 1980"
"1379";"DBA USA 2008"
"1380";"DBA VEN"
"1381";"DBA VerArabEm"
"1382";"DBAAbk BGR"
"1383";"DBAAbk GBR"
"1384";"DBAAbk MYS"
"1385";"DBAAbk SYR"
"1386";"DBAAbkÄndProtBELG"
"1387";"DBAAbkBGRG"
"1388";"DBAAbkGBRG"
"1389";"DBAAbkMYSG"
"1390";"DBAAbkSYRG"
"1391";"DBAÄndProt JPN 2"
"1392";"DBAÄndProtG IND"
"1393";"DBAÄndProtG NOR"
"1394";"DBAAREG"
"1395";"DBAbk TUR"
"1396";"DBAbkG ARM"
"1397";"DBAbkG ISR 2015"
"1398";"DBAbkG Jersey 2015"
"1399";"DBAbkG TUR"
"1400";"DBACHE1971Prot1978G"
"1401";"DBACHE1971Prot1989G"
"1402";"DBACHE1971Prot1992G"
"1403";"DBAESTG"
"1404";"DBAESTProt"
"1405";"DbAG"
"1406";"DBAG BOL"
"1407";"DBAG CHN"
"1408";"DBAG FRA 2006"
"1409";"DBAG KAZ"
"1410";"DBAG LTU"
"1411";"DBAG MAN"
"1412";"DBAG SAU"
"1413";"DBAG USA 1980"
"1414";"DBAGZustV"
"1415";"DBALETG"
"1416";"DBALETProt"
"1417";"DBAMLTÄndProtG"
"1418";"DBAMUSG"
"1419";"DBANAMG"
"1420";"DBAPAKG"
"1421";"DBAProt CHN"
"1422";"DBAProt KAZ"
"1423";"DBAProt Taipeh"
"1424";"DBAProt VerArabEm"
"1425";"DBAProtVerArabEmG"
"1426";"DBARevProt FRA"
"1427";"DBARevProtG FRA"
"1428";"DBARUSÄndProt"
"1429";"DBARUSÄndProtG"
"1430";"DBATaipehG"
"1431";"DBATURNV"
"1432";"DBAV"
"1433";"DBAVENG"
"1434";"DBAVENProt"
"1435";"DBAVerArabEmG"
"1436";"DBAVerArabEmProt"
"1437";"DBAZAbk BEL"
"1438";"DBAZAbkBELG"
"1439";"DBAZusAbkG FRA 2015"
"1440";"DBBankAbk GBR"
"1441";"DBBankAbkG GBR"
"1442";"DBBATZV"
"1443";"DBBeamtRAnO 1976"
"1444";"DBeglG"
"1445";"DBGrG"
"1446";"DBiblBDODAnO"
"1447";"DBPBeamtRAnO 1985"
"1448";"DBPDirBeamtRAnO"
"1449";"DBPDirErnAnO"
"1450";"DBPDirWid/BVtrAnO"
"1451";"DBPJubAnO"
"1452";"DBSchichtZulErhV"
"1453";"DBSeeLuftAbkG PAN"
"1454";"DBUStiftG"
"1455";"DDR-EErfG"
"1456";"DDR-IG"
"1457";"DDRUMünzAkBek"
"1458";"De-Mail-G"
"1459";"DE/NLKorpsAbk"
"1460";"DeckRegV"
"1461";"DeckRV"
"1462";"DEFBek"
"1463";"DEFG"
"1464";"DelegationsAnO BEV"
"1465";"DepotG"
"1466";"DepV"
"1467";"DerivateV"
"1468";"DesignG"
"1469";"DesignV"
"1470";"DestAusbV"
"1471";"DEÜV"
"1472";"DeuFöV"
"1473";"DeutschePostAGDiszAnO 1995-11"
"1474";"DeutschePostbankAGZustAnO 2006"
"1475";"DeuVtr"
"1476";"DEV 2012"
"1477";"DEV 2020"
"1478";"DGBankSa"
"1479";"DGBankUmwG"
"1480";"DGIAG"
"1481";"DHMG"
"1482";"DHRV"
"1483";"DiätAss-APrV"
"1484";"DiätAssG"
"1485";"DiätenG"
"1486";"DiätenGÄndG"
"1487";"DiätenGÄndG 2"
"1488";"DialogmKfAusbV"
"1489";"DialogmServAusbV"
"1490";"DienstRÄndG 2"
"1491";"DienstRÄndG 5"
"1492";"DIFG"
"1493";"Dig/PrintMedAusbV 2013"
"1494";"DiGAV"
"1495";"DigiManKflAusbV"
"1496";"DIMDIAMV"
"1497";"DIMDIZustAnO"
"1498";"DIMRG"
"1499";"DIndBVermVerwG"
"1500";"DiPAV"
"1501";"DiplBezÜbk"
"1502";"DiplBezÜbkG"
"1503";"DiplSchKonv"
"1504";"DirektZahlDurchfG"
"1505";"DirektZahlDurchfV"
"1506";"DJStiftAnO"
"1507";"DJStiftSa"
"1508";"DJubV"
"1509";"DKfAG"
"1510";"DL-InfoV"
"1511";"DMBeEndG"
"1512";"DMBilG"
"1513";"DmMV"
"1514";"DNBG"
"1515";"DNG"
"1516";"DöKVAG"
"1517";"DokErstÜbV"
"1518";"DollBBerAbk 2"
"1519";"DollBBerAbk2G"
"1520";"DonauSchPV"
"1521";"DonauSchPVAnl 1993"
"1522";"DonauSchÜbk"
"1523";"DopingÜbkG"
"1524";"DopingÜbkZProt"
"1525";"DPAErnAnO"
"1526";"DPAGBefugAnO"
"1527";"DPAGÜbertrAnO"
"1528";"DPMADPostA15AnO"
"1529";"DPMAhnwDAnO"
"1530";"DPMAhtDAnO"
"1531";"DPMAV"
"1532";"DPMAVwKostV"
"1533";"DPMAWidVertrAnO"
"1534";"DRAG ISR 1980"
"1535";"DrechsHolzspielMstrV"
"1536";"DrechslAusbV"
"1537";"DRG-EKV 2022"
"1538";"DRG-EKV 2023"
"1539";"DRiG"
"1540";"DrittelbG"
"1541";"DRK-SDDSG"
"1542";"DRKG"
"1543";"DrogistAusbV"
"1544";"DruckerAusbV"
"1545";"DruckLV"
"1546";"DruckMstrV"
"1547";"DruckverarbAusbV"
"1548";"DSiegelErl"
"1549";"DSLBSa"
"1550";"DSLBUmwG"
"1551";"DSÜbk"
"1552";"DSÜbkG"
"1553";"DtA-VÜG"
"1554";"DTAGBefugAnO"
"1555";"DTAGÜbertrAnO"
"1556";"DtFrJWAbkÄndAbk"
"1557";"DtFrJWStBefrV"
"1558";"DtFrJWVorRV"
"1559";"DtGrJWAbkV"
"1560";"DtPlJWAbkV"
"1561";"DublÜbk"
"1562";"DublÜbkG"
"1563";"DüBV"
"1564";"DÜGAufhG"
"1565";"DüMV"
"1566";"DünenSchV"
"1567";"DüngG"
"1568";"DüngMProbV"
"1569";"DüngMSaatG"
"1570";"DüngMSaatGVerlG"
"1571";"DüV"
"1572";"DVLStHV"
"1573";"DVO-JuSchG"
"1574";"DVStB"
"1575";"DVSUG"
"1576";"DW-SVV"
"1577";"DWDG"
"1578";"DWG"
"1579";"DWGÄndG"
"1580";"EAG-BehandV"
"1581";"EAGVtr"
"1582";"EAKAV"
"1583";"EALG"
"1584";"EAMIV"
"1585";"EAPatV"
"1586";"EAZV"
"1587";"EBABGebV"
"1588";"eBAnzV"
"1589";"EBArbSchV"
"1590";"EbertStiftG"
"1591";"EBeV 2022"
"1592";"EBeV 2030"
"1593";"EBIG"
"1594";"EBKrG"
"1595";"EBO"
"1596";"EBPensNOG"
"1597";"EBPfSchG"
"1598";"EBPV"
"1599";"EBRG"
"1600";"EBV"
"1601";"ECER 110"
"1602";"ECER 115"
"1603";"ECER 44"
"1604";"ECER 54"
"1605";"ECER 67"
"1606";"ECER 69"
"1607";"ECER 70"
"1608";"ECER 75"
"1609";"ECER30Rev 1"
"1610";"ECHVertr"
"1611";"ECHVertrProt"
"1612";"ECHVertrSchlA"
"1613";"EComFPrV"
"1614";"EComKflAusbV"
"1615";"EdelstGrMstrV"
"1616";"EDL-G"
"1617";"EdlStFAusbV"
"1618";"EdSchleifAusbV"
"1619";"EdWBeitrV"
"1620";"EEG 2023"
"1621";"EEMD-ZV"
"1622";"EEMD-ZVAnl I"
"1623";"EEMD-ZVAnl II"
"1624";"EEV"
"1625";"EF-VO"
"1626";"EfbV"
"1627";"EFPV"
"1628";"EG-EStRG"
"1629";"EG-FGV"
"1630";"EG-ObstGemüseV"
"1631";"EG-PKHVV"
"1632";"EGAktG"
"1633";"EGAO"
"1634";"EGBefrProt"
"1635";"EGBeitrESP/PRTG"
"1636";"EGBeitrVtr ESP/PRT"
"1637";"EGBeitrVtrW"
"1638";"EGBes725/2003UmsG"
"1639";"EGBGB"
"1640";"EGBusDV"
"1641";"EGFinSchAProtG"
"1642";"EGFusionsVtr"
"1643";"EGGenTDurchfG"
"1644";"EGGmbHG"
"1645";"EGGVG"
"1646";"EGHGB"
"1647";"EGInsO"
"1648";"EGKSVtr"
"1649";"EGKSVtrÄndVtrG"
"1650";"EGKSVtrÜAbk"
"1651";"EGMR-KEV"
"1652";"EGMRKHG"
"1653";"EGovG"
"1654";"EGRebflRodDV"
"1655";"EGRechtÜblV"
"1656";"EGStGB"
"1657";"EGStPO"
"1658";"EGTSEAusnV"
"1659";"EGTSEBußgeldV"
"1660";"EGV1333/2008Bek"
"1661";"EGV1334/2008Bek"
"1662";"EGVertrG"
"1663";"EgVG"
"1664";"EgVV"
"1665";"EGVVG"
"1666";"EGWStrG"
"1667";"EGZVG"
"1668";"EheAnerkG"
"1669";"EhefZeugnÜbk"
"1670";"EhefZeugnÜbkG"
"1671";"EheschlRWirkgG"
"1672";"EhfG"
"1673";"EHKostV 2007"
"1674";"EhrBetätV"
"1675";"EhrenamtStiftG"
"1676";"EhrZAnerkErl"
"1677";"EhrZAnerkErl 3"
"1678";"EHV 2020"
"1679";"EHV 2030"
"1680";"EHVV 2012"
"1681";"EIBVersorgAbk"
"1682";"EichendorffPlakErl"
"1683";"eIDKG"
"1684";"EigenVerbV"
"1685";"EIGV"
"1686";"EigZulG"
"1687";"EiMarktV"
"1688";"EinbTestV"
"1689";"EinglMindV"
"1690";"EinglMV 2023"
"1691";"EinhEuA"
"1692";"EinhV"
"1693";"EinhZeitG"
"1694";"EinigBeitrBesBek"
"1695";"EinigVtr"
"1696";"EinigVtrG"
"1697";"EinigVtrVbg"
"1698";"EinkFachwBAProPPrV"
"1699";"EinlBehPostAnO"
"1700";"EinsatzUV"
"1701";"EinsatzWVG"
"1702";"EinSiG"
"1703";"EinwirkungsBergV"
"1704";"EJG"
"1705";"EJKoV"
"1706";"EJTAnV"
"1707";"eKFV"
"1708";"Elbe-LV"
"1709";"ElbVwGrHmbV"
"1710";"ElbVwHHmbV"
"1711";"ElekAnlAusbV"
"1712";"ElekAusbV"
"1713";"ElekMaschBBBiGAusbV"
"1714";"ElekMaschBHwOAusbV"
"1715";"ElekMeistPrV 2004"
"1716";"ElektroG"
"1717";"ElektroG2015ÄndG 1"
"1718";"ElektroGBattGGebV"
"1719";"ElektroMbMstrV"
"1720";"ElektroStoffV"
"1721";"ElektroTechMstrV"
"1722";"ElekZeugnV"
"1723";"ElmV"
"1724";"EltLastV"
"1725";"EltSV"
"1726";"EltZSoldV"
"1727";"ELV"
"1728";"EMASPrivilegV"
"1729";"EMFV"
"1730";"EmoG"
"1731";"Ems LV"
"1732";"EmsDolKoopVtrNLDG"
"1733";"EmsDolVtr NLD"
"1734";"EmsSchEV"
"1735";"EmsSchO"
"1736";"EmsSchOAbk"
"1737";"EmsSchOAbkErgAbk"
"1738";"EmsSchOAbkErgAbkV"
"1739";"EMVBeitrV"
"1740";"EMVG"
"1741";"EndlagerVlV"
"1742";"EndlSiAnfV"
"1743";"EndlSiUntV"
"1744";"EnergieStG"
"1745";"EnergieStV"
"1746";"ENeuOG"
"1747";"EnFG"
"1748";"EnKostDPRL"
"1749";"EnLAG"
"1750";"EnSiG"
"1751";"EnSiGEntschV"
"1752";"EnSimiMaV"
"1753";"EnSiTrV"
"1754";"EnStatG"
"1755";"EnSTransV"
"1756";"EntgFG"
"1757";"EntgTranspG"
"1758";"EntschdtBankV"
"1759";"EntschFinV"
"1760";"EntschG"
"1761";"EntschRG"
"1762";"EntschVb"
"1763";"EntsorgFondsG"
"1764";"EntsorgFondsGZVereinnV"
"1765";"EntsorgÜG"
"1766";"EntwLStG"
"1767";"EnVKG"
"1768";"EnVKV"
"1769";"EnWG"
"1770";"EnWGKostV"
"1771";"EnWPrV"
"1772";"EÖlAnrAbk BEL"
"1773";"EÖlBAbk NLD"
"1774";"EpiAAppOAbwV"
"1775";"EpiÄApprO2002AbwV"
"1776";"EpiZÄPrOAbwV"
"1777";"EPPSG"
"1778";"EPSPV"
"1779";"EPSV"
"1780";"ErbbauRG"
"1781";"ErbStDV"
"1782";"ErbStG"
"1783";"ErbStRG"
"1784";"ErdölBevG"
"1785";"ErdölBevVbdStiRV"
"1786";"ERechV"
"1787";"EReg-BGebV"
"1788";"ERegG"
"1789";"ErfPatÜbk"
"1790";"ErgAnzV"
"1791";"ErgThAPrV"
"1792";"ErgThG"
"1793";"ErgVO - 6. DV-BEG"
"1794";"ErhaltungsV"
"1795";"ErholNutzG"
"1796";"ErKGNAnrG"
"1797";"ErMiV"
"1798";"ERPBürgschG"
"1799";"ERPEntwHiG"
"1800";"ERPSchG"
"1801";"ERPVerwG 2007"
"1802";"ERPVwG"
"1803";"ERPWiPlanG 1962"
"1804";"ERPWiPlanG 1964"
"1805";"ERPWiPlanG 1965"
"1806";"ERPWiPlanG 1966"
"1807";"ERPWiPlanG 1967"
"1808";"ERPWiPlanG 1968"
"1809";"ERPWiPlanG 1969"
"1810";"ERPWiPlanG 2022"
"1811";"ERPWiPlanG 2023"
"1812";"ErstAnzV"
"1813";"ErstrG"
"1814";"ERVDPMAV"
"1815";"ERVV"
"1816";"ErwSchÜbk Haag"
"1817";"ErwSÜAG"
"1818";"ESanMV"
"1819";"ESBiSGDBest 4"
"1820";"ESBO"
"1821";"ESchG"
"1822";"ESGV"
"1823";"ESiV"
"1824";"ESMFinG"
"1825";"ESMVtr"
"1826";"ESO 1959"
"1827";"EspooÜbk"
"1828";"EssigV"
"1829";"EStDV 1955"
"1830";"EStDV1975ÄndV"
"1831";"EStFreigG"
"1832";"EStG"
"1833";"EStrCHEVRegAusfG"
"1834";"EstrMstrV"
"1835";"EStSchlEV"
"1836";"EStZustV"
"1837";"ESVG"
"1838";"ESVGDüV"
"1839";"EthRG"
"1840";"EthylenoxidV"
"1841";"ETWStBefrV"
"1842";"EU-DBA-SBG"
